SEQAUXNOTAFISCAL;NROEMPRESA;NOMEREDUZIDO;NUMERONF;SERIENF;SEQPESSOA;NOMEPESSOA;TIPNOTAFISCAL;OPERACAO;PRODUTO;DIASPRAZO;DESCGENERICA;VALORANTIGO;VALORNOVO;DTAHORALTERACAO;USUALTERACAO;TERMINALUSUALTERA;APPORIGEM;VERSAOSISTEMA;NFECHAVEACESSO
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IN;;;;;;2026-09-01-07.47.40.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;16459 - PICOLE KIBON MAGNUM WHI;;Produto;;16459;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;4571 - PICOLE KIBON MAGNUM CLA;;Produto;;4571;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;4868 - PICOLE KIBON MAGNUM COO;;Produto;;4868;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;1813 - PICOLE KIBON MAGNUM PIS;;Produto;;1813;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;17587 - PICOLE KIBON TABLITO 3;;Produto;;17587;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;15185 - PICOLE KIBON TABLITO 59;;Produto;;15185;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;3225 - PICOLE KIBON TABLITO MA;;Produto;;3225;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;7359 - PICOLE FRUTTARE COCO 60;;Produto;;7359;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;10302 - PICOLE FRUTTARE LIMAO 5;;Produto;;10302;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;9047 - PICOLE FRUTTARE MOR 55G;;Produto;;9047;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;13215 - PICOLE FRUTTARE UVA 59G;;Produto;;13215;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;10474 - PICOLE FRUTILLY MORANGO;;Produto;;10474;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
87738;56;R056-V.M. FECUR;1990708;1;5209;5209 - EBD LTDA - SLZ;E;IP;8765 - SORV ESKIBON CLASSICO 7;;Produto;;8765;2026-09-01-07.47.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260805402904001309550010019907081201672173
