SEQAUXNOTAFISCAL;NROEMPRESA;NOMEREDUZIDO;NUMERONF;SERIENF;SEQPESSOA;NOMEPESSOA;TIPNOTAFISCAL;OPERACAO;PRODUTO;DIASPRAZO;DESCGENERICA;VALORANTIGO;VALORNOVO;DTAHORALTERACAO;USUALTERACAO;TERMINALUSUALTERA;APPORIGEM;VERSAOSISTEMA;NFECHAVEACESSO
88500;74;R074-V. EMBRA 3;5428602;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Usuário lançamento;2003671;2000609;2026-09-03-08.11.41.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054286021681254314
88500;74;R074-V. EMBRA 3;5428602;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;LN;;;Nota foi liberada;C;L;2026-09-03-08.11.41.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054286021681254314
88500;74;R074-V. EMBRA 3;5428602;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Número da carga de conferência;;61087;2026-09-03-08.12.08.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054286021681254314
88500;74;R074-V. EMBRA 3;5428602;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;CG;;;Carga gerada para conferência;;61087;2026-09-03-08.12.08.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054286021681254314
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;IN;;;;;;2026-09-03-08.17.09.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;IP;10237 - CARV VEG OURO PRETO;;Produto;;10237;2026-09-03-08.17.09.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;IV;;28;Vencimento;;01/10/2026;2026-09-03-08.17.33.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AV;;15;Dias prazo;28;15;2026-09-03-08.17.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AV;;15;Data de vencimento;01/10/2026;18/09/2026;2026-09-03-08.17.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AN;;;Indica se considera local carga anterior (quAndo a nota possuir itens de selção inversa, e a mesma for desintegrada);;N;2026-09-03-08.18.23.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AN;;;Data e hora lançamento;03/09/2026 08:17:09;03/09/2026 08:18:23;2026-09-03-08.18.23.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;LN;;;Nota foi liberada;C;L;2026-09-03-08.18.23.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AN;;;Número da carga de conferência;;61101;2026-09-03-08.19.00.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89325;23;R023-V.EMBRA 2;6707;1;7281;7281 - R R DE ARAUJO COMERCIO;E;CG;;;Carga gerada para conferência;;61101;2026-09-03-08.19.00.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067071154923496
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;IN;;;;;;2026-09-03-08.20.19.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;IP;10237 - CARV VEG OURO PRETO;;Produto;;10237;2026-09-03-08.20.19.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;IV;;28;Vencimento;;01/10/2026;2026-09-03-08.20.41.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AV;;15;Dias prazo;28;15;2026-09-03-08.20.50.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AV;;15;Data de vencimento;01/10/2026;18/09/2026;2026-09-03-08.20.50.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AN;;;Indica se considera local carga anterior (quAndo a nota possuir itens de selção inversa, e a mesma for desintegrada);;N;2026-09-03-08.21.22.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AN;;;Data e hora lançamento;03/09/2026 08:20:19;03/09/2026 08:21:22;2026-09-03-08.21.22.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;LN;;;Nota foi liberada;C;L;2026-09-03-08.21.22.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;AN;;;Número da carga de conferência;;61116;2026-09-03-08.21.41.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
89330;55;R055-V.EMBRATEL;6713;1;7281;7281 - R R DE ARAUJO COMERCIO;E;CG;;;Carga gerada para conferência;;61116;2026-09-03-08.21.41.000000;2000609;205009-DESKTOP-;99;26.01.18;21260918684757000107550010000067131756426579
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AN;;;Indica se importa ou exporta;;N;2026-09-03-08.24.51.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AN;;;Indica se suspende PIS/COFINS;;N;2026-09-03-08.24.51.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AN;;;Indica campo onde soma despesa não tributada;;I;2026-09-03-08.24.51.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AN;;;Número empresa devolução;;14;2026-09-03-08.24.51.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7916 - ALHO GARLIC FOODS REFOG;;Quantidade embalagem;24;1;2026-09-03-08.24.59.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7916 - ALHO GARLIC FOODS REFOG;;Quantidade;576;24;2026-09-03-08.24.59.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7532 - CEBOLA SALSA ALHO AJO 3;;Nota em edição;I;R;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7532 - CEBOLA SALSA ALHO AJO 3;;Recalculou a tributação;N;S;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;10397 - TEMPERO PEGA MARIDO AJO;;Nota em edição;I;R;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;10397 - TEMPERO PEGA MARIDO AJO;;Recalculou a tributação;N;S;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;17537 - TEMPERO DO EDU AJO 40G;;Nota em edição;I;R;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;17537 - TEMPERO DO EDU AJO 40G;;Recalculou a tributação;N;S;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12633 - PAPRICA DOCE AJO 20G;;Nota em edição;I;R;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12633 - PAPRICA DOCE AJO 20G;;Recalculou a tributação;N;S;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;13406 - PIMENTA DO REINO AJO MO;;Nota em edição;I;R;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;13406 - PIMENTA DO REINO AJO MO;;Recalculou a tributação;N;S;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12331 - ACAFRAO AJO 25G;;Nota em edição;I;R;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12331 - ACAFRAO AJO 25G;;Recalculou a tributação;N;S;2026-09-03-08.25.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;1744 - OREGANO AJO 30G;;Nota em edição;I;R;2026-09-03-08.25.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;1744 - OREGANO AJO 30G;;Recalculou a tributação;N;S;2026-09-03-08.25.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;8977 - TEMPERO COMPLETO AJO SE;;Nota em edição;I;R;2026-09-03-08.25.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;8977 - TEMPERO COMPLETO AJO SE;;Recalculou a tributação;N;S;2026-09-03-08.25.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7916 - ALHO GARLIC FOODS REFOG;;Nota em edição;I;R;2026-09-03-08.25.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7916 - ALHO GARLIC FOODS REFOG;;Recalculou a tributação;N;S;2026-09-03-08.25.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12633 - PAPRICA DOCE AJO 20G;;Quantidade embalagem;1;24;2026-09-03-08.25.52.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12633 - PAPRICA DOCE AJO 20G;;Quantidade;15;360;2026-09-03-08.25.52.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7532 - CEBOLA SALSA ALHO AJO 3;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7532 - CEBOLA SALSA ALHO AJO 3;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;10397 - TEMPERO PEGA MARIDO AJO;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;10397 - TEMPERO PEGA MARIDO AJO;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;17537 - TEMPERO DO EDU AJO 40G;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;17537 - TEMPERO DO EDU AJO 40G;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12633 - PAPRICA DOCE AJO 20G;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12633 - PAPRICA DOCE AJO 20G;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;13406 - PIMENTA DO REINO AJO MO;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;13406 - PIMENTA DO REINO AJO MO;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12331 - ACAFRAO AJO 25G;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;12331 - ACAFRAO AJO 25G;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;1744 - OREGANO AJO 30G;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;1744 - OREGANO AJO 30G;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;8977 - TEMPERO COMPLETO AJO SE;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;8977 - TEMPERO COMPLETO AJO SE;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7916 - ALHO GARLIC FOODS REFOG;;Nota em edição;I;R;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88340;14;R014-CANT.CEU;2349;1;6227;6227 - COMERCIAL ABREU;E;AP;7916 - ALHO GARLIC FOODS REFOG;;Recalculou a tributação;N;S;2026-09-03-08.25.54.000000;2000609;205009-DESKTOP-;99;26.01.18;21260853673998000151550010000023491442079119
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;IV;;14;Vencimento;;15/09/2026;2026-09-03-08.28.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Dias prazo;;14;2026-09-03-08.29.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Dias prazo vencimento;;14;2026-09-03-08.29.01.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Indica se considera local carga anterior (quAndo a nota possuir itens de selção inversa, e a mesma for desintegrada);;N;2026-09-03-08.29.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Data e hora lançamento;02/09/2026 11:45:58;03/09/2026 08:29:01;2026-09-03-08.29.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;LN;;;Nota foi liberada;C;L;2026-09-03-08.29.02.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Número da carga de conferência;;61133;2026-09-03-08.29.27.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88777;70;R070-AL.TURU;5430340;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;CG;;;Carga gerada para conferência;;61133;2026-09-03-08.29.27.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054303401239027180
88778;70;R070-AL.TURU;5429555;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;IV;;14;Vencimento;;15/09/2026;2026-09-03-08.29.52.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054295551016293396
88778;70;R070-AL.TURU;5429555;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Dias prazo;;14;2026-09-03-08.29.56.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054295551016293396
88778;70;R070-AL.TURU;5429555;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Dias prazo vencimento;;14;2026-09-03-08.29.56.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054295551016293396
88778;70;R070-AL.TURU;5429555;7;6911;6911 - REFRESCOS GUARARAPES LTDA;E;AN;;;Indica se considera local carga anterior (quAndo a nota possuir itens de selção inversa, e a mesma for desintegrada);;N;2026-09-03-08.29.58.000000;2000609;205009-DESKTOP-;99;26.01.18;21260908715757002540550070054295551016293396
