SEQAUXNOTAFISCAL;NROEMPRESA;NOMEREDUZIDO;NUMERONF;SERIENF;SEQPESSOA;NOMEPESSOA;TIPNOTAFISCAL;OPERACAO;PRODUTO;DIASPRAZO;DESCGENERICA;VALORANTIGO;VALORNOVO;DTAHORALTERACAO;USUALTERACAO;TERMINALUSUALTERA;APPORIGEM;VERSAOSISTEMA;NFECHAVEACESSO
87835;33;R033-ALEMANHA;1990997;1;5209;5209 - EBD LTDA - SLZ;E;AN;;;Número da carga de conferência;62446;;2026-09-09-07.57.35.000000;2000609;205009-DESKTOP-;2;26.01.18;21260805402904001309550010019909971561822887
87835;33;R033-ALEMANHA;1990997;1;5209;5209 - EBD LTDA - SLZ;E;CC;;;Conferência de carga cancelada;G;C;2026-09-09-07.57.35.000000;2000609;205009-DESKTOP-;2;26.01.18;21260805402904001309550010019909971561822887
87835;33;R033-ALEMANHA;1990997;1;5209;5209 - EBD LTDA - SLZ;E;EP;6638 - TEMPERO RECEITA CASA S;;Exclusão de produto;;;2026-09-09-07.58.25.000000;2000609;205009-DESKTOP-;2;26.01.18;21260805402904001309550010019909971561822887
87835;33;R033-ALEMANHA;1990997;1;5209;5209 - EBD LTDA - SLZ;E;EV;;21;Exclusão do vencimento;26/09/2026;;2026-09-09-07.58.25.000000;2000609;205009-DESKTOP-;2;26.01.18;21260805402904001309550010019909971561822887
87835;33;R033-ALEMANHA;1990997;1;5209;5209 - EBD LTDA - SLZ;E;EP;3848 - SABOR AMI S PIMENTA 300;;Exclusão de produto;;;2026-09-09-07.58.26.000000;2000609;205009-DESKTOP-;2;26.01.18;21260805402904001309550010019909971561822887
87835;33;R033-ALEMANHA;1990997;1;5209;5209 - EBD LTDA - SLZ;E;EN;;;;;;2026-09-09-07.58.26.000000;2000609;205009-DESKTOP-;2;26.01.18;21260805402904001309550010019909971561822887
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IN;;;;;;2026-09-09-08.00.59.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;18118 - FRALDAO;;Produto;;18118;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;6661 - CHA DE DENTRO S OSSO;;Produto;;6661;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;1090 - CHA DE FORA S OSSO;;Produto;;1090;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;5391 - P A DE BOI;;Produto;;5391;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;5834 - DIANTEIRO BOI LEVE;;Produto;;5834;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;2563 - TRASEIRO BOI;;Produto;;2563;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IP;16916 - DIANTEIRO BOI;;Produto;;16916;2026-09-09-08.01.03.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;IV;;28;Vencimento;;14/09/2026;2026-09-09-08.01.05.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;EV;;9;Exclusão do vencimento;14/09/2026;;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AN;;;Código Geral de Operação (CGO);6;53;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AN;;;Tipo do pedido de compra;C;T;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AN;;;Indica: recalcula custo médio;N;S;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AN;;;Indica: gera alteração no estoque;N;S;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AN;;;Dias prazo;9;;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AN;;;Dias prazo vencimento;9;;2026-09-09-08.02.55.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AP;18118 - FRALDAO;;Nota em edição;I;R;2026-09-09-08.02.56.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
92744;26;R026-PARANA;179875;4;10;10 - FRIGORIFICO RIO GRANDE;E;AP;6661 - CHA DE DENTRO S OSSO;;Nota em edição;I;R;2026-09-09-08.02.56.000000;2000609;205009-DESKTOP-;99;26.01.18;21260907555950001012550040001798751409307925
