NUMERO_NF;SERIE;EMPRESA;FORNECEDOR;DATA_EMISSAO;DATA_ENTRADA;CGO;VALOR_TOTAL;SITUACAO_;SITUACAO;SEQNOTAFISCAL;SEQAUXNOTAFISCAL;SITUACAO_CONFERENCIA;USUARIO_CONFERENCIA;CHAVE_ACESSO
44837;3;R030-S.BERNARDO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;3599,69;RECEBIMENTO;R;;93788;;;21260903835761000151550030000448371668990110
310702;7;R064-EMP.THE;6148-ASA BRANCA NORTE DO PIAUI LTDA;2026-09-09-00.00.00.000000;2026-09-10-00.00.00.000000;16;6997,08;RECEBIMENTO;R;;94025;;;22260907457583000476550070003107021039722085
44544;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;719,7;RECEBIMENTO;R;;93403;;;21260903835761000151550030000445441160141075
44545;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;2096,84;RECEBIMENTO;R;;93404;;;21260903835761000151550030000445451123186602
44546;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;1099,5;RECEBIMENTO;R;;93405;;;21260903835761000151550030000445461043005307
85637;20;C001-CD BR;7764-DANONE LTDA;2026-09-04-00.00.00.000000;2026-09-09-00.00.00.000000;1;51105,66;RECEBIMENTO;R;;92861;;;17260923643315008560550200000856371115748981
44760;3;R063-MERC STI;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;5154,39;RECEBIMENTO;R;;93596;;;21260903835761000151550030000447601272434397
42525;3;R063-MERC STI;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-04-00.00.00.000000;2026-09-04-00.00.00.000000;57;6506,1;RECEBIMENTO;R;;90224;;;21260903835761000151550030000425251305151578
3772887;5;C001-CD BR;2167-FRIMESA COOPERATIVA CENTRAL LT;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;1;107740;CONFERENCIA;C;;88335;GERADA;;41260877595395000228550050037728871216018649
44761;3;R063-MERC STI;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;752,4;RECEBIMENTO;R;;93597;;;21260903835761000151550030000447611815675893
2204456;71;C001-CD BR;9655-POLENGHI INDUSTRIAS ALIMENTICI;2026-08-31-00.00.00.000000;2026-09-09-00.00.00.000000;1;41270,96;RECEBIMENTO;R;;92923;;;35260824949232004146550710022044561284047004
22485;1;C001-CD BR;20336-BARRIND INDUSTRIA E COMER DE ALIMEN LTDA;2026-08-31-00.00.00.000000;2026-09-09-00.00.00.000000;1;12173,36;RECEBIMENTO;R;;92927;;;31260828866724000301550010000224851935314501
2386;3;R029-EMP.PDA;1-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-04-00.00.00.000000;2026-09-04-00.00.00.000000;50;,01;RECEBIMENTO;R;;90303;;;21260907555950000121550030000023861464694649
44833;3;R030-S.BERNARDO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;7166,34;RECEBIMENTO;R;;93776;;;21260903835761000151550030000448331844681678
45065;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;20219,22;RECEBIMENTO;R;;94381;;;21260903835761000151550030000450651949595920
45066;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;1049,5;RECEBIMENTO;R;;94383;;;21260903835761000151550030000450661711920207
45067;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;9856,41;RECEBIMENTO;R;;94384;;;21260903835761000151550030000450671366651259
45068;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;6112,8;RECEBIMENTO;R;;94385;;;21260903835761000151550030000450681133947780
45069;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;2248,75;RECEBIMENTO;R;;94386;;;21260903835761000151550030000450691436766526
45070;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;2399;RECEBIMENTO;R;;94387;;;21260903835761000151550030000450701861553962
45071;3;R053-MAIOBAO 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;1359,2;RECEBIMENTO;R;;94388;;;21260903835761000151550030000450711839945222
1201;2;C001-CD BR;17279-FIBRATTO INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;2026-09-08-00.00.00.000000;2026-09-10-00.00.00.000000;1;1041,46;RECEBIMENTO;R;;94104;;;42260960240752000151550020000012011018931179
220;3;C001-CD BR;66-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-03-00.00.00.000000;2026-09-03-00.00.00.000000;51;16797,6;RECEBIMENTO;R;;89313;;;35260907555950006677550030000002201697303125
53261;1;R065-EMP.ITZ;8868-SITIO DA SERRA DISTRIBUIDORA D;2026-09-10-00.00.00.000000;2026-09-11-00.00.00.000000;18;1981,8;NOTA LIBERADA;L;;94556;;;21260936806003000164550010000532611639130416
44975;3;R065-EMP.ITZ;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;9347,07;RECEBIMENTO;R;;94138;;;21260903835761000151550030000449751151089030
44976;3;R065-EMP.ITZ;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;2248,75;RECEBIMENTO;R;;94139;;;21260903835761000151550030000449761489193635
422669;2;R065-EMP.ITZ;5920-DENCLA INDUSTRIA DE POLPAS EIR;2026-09-04-00.00.00.000000;2026-09-11-00.00.00.000000;16;1960,08;RECEBIMENTO;R;;94572;;;22260905891546000101550020004226691162141498
284;1;R065-EMP.ITZ;13662-N L AVES LTDA;2026-09-10-00.00.00.000000;2026-09-11-00.00.00.000000;18;2660;RECEBIMENTO;R;;94575;;;21260955298846000141550010000002841990484432
45256;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-11-00.00.00.000000;2026-09-11-00.00.00.000000;56;21288,86;RECEBIMENTO;R;;94614;;;21260903835761000151550030000452561111973789
45257;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-11-00.00.00.000000;2026-09-11-00.00.00.000000;56;1406,94;RECEBIMENTO;R;;94615;;;21260903835761000151550030000452571260596348
45258;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-11-00.00.00.000000;2026-09-11-00.00.00.000000;56;12683,4;RECEBIMENTO;R;;94616;;;21260903835761000151550030000452581516186680
45260;3;R073-SANT CLARA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-11-00.00.00.000000;2026-09-11-00.00.00.000000;51;11957,13;RECEBIMENTO;R;;94623;;;21260903835761000151550030000452601577481833
45224;3;R004-EMP.COHAMA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;1371,24;RECEBIMENTO;R;;94547;;;21260903835761000151550030000452241322198684
242;3;C001-CD BR;66-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;15816;RECEBIMENTO;R;;94102;;;35260907555950006677550030000002421667834901
243;3;C001-CD BR;66-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;3873,6;RECEBIMENTO;R;;94105;;;35260907555950006677550030000002431508721590
44540;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;3173,92;RECEBIMENTO;R;;93399;;;21260903835761000151550030000445401890327251
30713;1;C001-CD BR;2358-MEL WENZEL IND E COM LTDA;2026-08-28-00.00.00.000000;2026-09-04-00.00.00.000000;1;22293,2;RECEBIMENTO;R;;90863;;;22260803965897000186550010000307131005469124
30711;1;C001-CD BR;2358-MEL WENZEL IND E COM LTDA;2026-08-28-00.00.00.000000;2026-09-04-00.00.00.000000;1;849,6;RECEBIMENTO;R;;90837;;;22260803965897000186550010000307111005510081
45037;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;4219,96;RECEBIMENTO;R;;94307;;;21260903835761000151550030000450371525279767
243455;2;R001-EMP.CALHAU;47462-MARHGUS MOTOS LTDA;2026-09-02-00.00.00.000000;2026-09-10-00.00.00.000000;76;14730;RECEBIMENTO;R;;94276;;;21260909351499000156550020002434551665448131
45038;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;13593,65;RECEBIMENTO;R;;94308;;;21260903835761000151550030000450381631532494
44541;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;2697,56;RECEBIMENTO;R;;93400;;;21260903835761000151550030000445411522815469
244;3;C001-CD BR;66-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;15359,52;RECEBIMENTO;R;;94128;;;35260907555950006677550030000002441922154324
45222;3;R029-EMP.PDA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;119,9;RECEBIMENTO;R;;94545;;;21260903835761000151550030000452221587931075
426141;1;R065-EMP.ITZ;5405-EMPRESA BRASILEIRA DE DISTRIBU;2026-09-03-00.00.00.000000;2026-09-04-00.00.00.000000;16;8288,84;RECEBIMENTO;R;;90703;;;21260905402904002372550010004261411246194389
30712;1;C001-CD BR;2358-MEL WENZEL IND E COM LTDA;2026-08-28-00.00.00.000000;2026-09-04-00.00.00.000000;100;670,8;RECEBIMENTO;R;;90860;;;22260803965897000186550010000307121005551044
45223;3;R029-EMP.PDA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;1660,14;RECEBIMENTO;R;;94546;;;21260903835761000151550030000452231383896643
45010;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;357;RECEBIMENTO;R;;94239;;;21260903835761000151550030000450101244664965
45039;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;449,75;RECEBIMENTO;R;;94309;;;21260903835761000151550030000450391398907300
43064;3;R063-MERC STI;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-05-00.00.00.000000;2026-09-05-00.00.00.000000;57;238,2;RECEBIMENTO;R;;91035;;;21260903835761000151550030000430641960239895
44107;3;R029-EMP.PDA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-08-00.00.00.000000;2026-09-08-00.00.00.000000;51;129,03;RECEBIMENTO;R;;92612;;;21260903835761000151550030000441071173649794
45042;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;139,9;RECEBIMENTO;R;;94312;;;21260903835761000151550030000450421906968843
45040;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;2399;RECEBIMENTO;R;;94310;;;21260903835761000151550030000450401729690355
730500;5;C001-CD BR;4095-GLOBAL AIR CARGO LTDA;2026-09-05-00.00.00.000000;2026-09-10-00.00.00.000000;5;3323,09;RECEBIMENTO;R;;94072;;;35260900945958000155570050007305001930158534
45041;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;549,75;RECEBIMENTO;R;;94311;;;21260903835761000151550030000450411796721973
44405;3;R065-EMP.ITZ;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;243,84;RECEBIMENTO;R;;93123;;;21260903835761000151550030000444051730887513
888870;1;R072-MERC MAIOB;4139-TRES CORACOES ALIMENTOS S.A.;2026-09-03-00.00.00.000000;2026-09-04-00.00.00.000000;8;615,36;RECEBIMENTO;R;;90865;;;21260963310411001841550010008888701119820549
161;3;C001-CD BR;63-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-03-00.00.00.000000;2026-09-03-00.00.00.000000;11;41,65;RECEBIMENTO;R;;89943;;;21260907555950006324550030000001611584060140
44409;3;R065-EMP.ITZ;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;2180,54;RECEBIMENTO;R;;93127;;;21260903835761000151550030000444091747653463
42487;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-03-00.00.00.000000;2026-09-07-00.00.00.000000;51;631,8;RECEBIMENTO;R;;90186;LIBERADA;;21260903835761000151550030000424871200569111
162;3;C001-CD BR;63-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-03-00.00.00.000000;2026-09-03-00.00.00.000000;11;5,95;RECEBIMENTO;R;;89963;;;21260907555950006324550030000001621888882422
2495;3;C001-CD BR;1-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;11;4000,04;RECEBIMENTO;R;;93994;;;21260907555950000121550030000024951542892541
43928;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-08-00.00.00.000000;2026-09-08-00.00.00.000000;51;76,5;RECEBIMENTO;R;;92255;;;21260903835761000151550030000439281568554370
44542;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;13000,71;RECEBIMENTO;R;;93401;;;21260903835761000151550030000445421528627823
2742601;1;C001-CD BR;5032-JORGE BATISTA E CIA LTDA;2026-09-05-00.00.00.000000;2026-09-08-00.00.00.000000;1;3120;RECEBIMENTO;R;;92312;;;21260907222185000985550010027426011941501724
44543;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;55;899,5;RECEBIMENTO;R;;93402;;;21260903835761000151550030000445431419484972
1099606;1;C001-CD BR;8188-SEARA COMERCIO DE ALIMENTOS LT;2026-09-05-00.00.00.000000;2026-09-10-00.00.00.000000;1;20255,42;RECEBIMENTO;R;;94162;;;23260983044016007306550010010996061840278364
45009;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;55;3380,62;RECEBIMENTO;R;;94236;;;21260903835761000151550030000450091230726601
5705;1;C001-CD BR;4250-INDUSTRIA E COMERCIO DE CONSER;2026-09-04-00.00.00.000000;2026-09-08-00.00.00.000000;1;14600;RECEBIMENTO;R;;92380;;;42260908635143000181550010000057051000519711
41136;3;R055-V.EMBRATEL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;3002,4;RECEBIMENTO;R;;87665;;;21260903835761000151550030000411361737382650
428;1;C001-CD BR;6133-COMERCIAL FRANDEL LTDA;2026-09-04-00.00.00.000000;2026-09-08-00.00.00.000000;1;3533;RECEBIMENTO;R;;92389;;;21260952991349000136550010000004281161541955
1050884;1;R064-EMP.THE;6012-DISTRIBUIDORA VITORIA COMERCIO;2026-09-09-00.00.00.000000;2026-09-10-00.00.00.000000;16;1687,66;RECEBIMENTO;R;;94024;;;22260907502787000139550010010508841115249615
44826;3;R023-V.EMBRA 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;67;498,9;RECEBIMENTO;R;;93770;;;21260903835761000151550030000448261901105869
240;3;C001-CD BR;66-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;12404,21;RECEBIMENTO;R;;93933;;;35260907555950006677550030000002401559419171
44828;3;R044-ANJ.GUARDA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;67;159,05;RECEBIMENTO;R;;93773;;;21260903835761000151550030000448281602621037
241;3;C001-CD BR;66-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;3073,01;RECEBIMENTO;R;;93942;;;35260907555950006677550030000002411421627171
44867;3;R064-EMP.THE;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;67;903,48;RECEBIMENTO;R;;93851;;;21260903835761000151550030000448671152596604
2298;3;R029-EMP.PDA;4-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-03-00.00.00.000000;2026-09-03-00.00.00.000000;50;1538,29;RECEBIMENTO;R;;89306;;;21260907555950000474550030000022981182919043
51499;1;C001-CD BR;2301-EFX IMPORTACAO E EXPORTACAO;2026-08-31-00.00.00.000000;2026-09-04-00.00.00.000000;1;1144,08;CONFERENCIA;C;;90553;GERADA;;35260815874695000108550010000514991103331120
42138;3;R049-S.FRANC 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-03-00.00.00.000000;2026-09-03-00.00.00.000000;56;888;RECEBIMENTO;R;;89489;;;21260903835761000151550030000421381930936483
2282;3;R029-EMP.PDA;27-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;50;76,99;RECEBIMENTO;R;;93958;;;21260907555950002760550030000022821959649055
45214;3;R063-MERC STI;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;206,82;RECEBIMENTO;R;;94537;;;21260903835761000151550030000452141571454866
1218280;1;R065-EMP.ITZ;7403-AMORIX ALIMENTOS LTDA;2026-09-05-00.00.00.000000;2026-09-09-00.00.00.000000;20;1103,4;RECEBIMENTO;R;;93153;;;52260926452694000191550010012182801104961885
45217;3;R005-MERC CRV90;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;159;RECEBIMENTO;R;;94540;;;21260903835761000151550030000452171044224912
45103;3;R004-EMP.COHAMA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;764,84;RECEBIMENTO;R;;94413;;;21260903835761000151550030000451031394618684
45105;3;R028-EMP.TURU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;482,41;RECEBIMENTO;R;;94415;;;21260903835761000151550030000451051262658721
45106;3;R029-EMP.PDA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;248592,98;RECEBIMENTO;R;;94416;;;21260903835761000151550030000451061683688128
45107;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;51;399,53;RECEBIMENTO;R;;94417;;;21260903835761000151550030000451071253464264
45218;3;R001-EMP.CALHAU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;792,54;RECEBIMENTO;R;;94541;;;21260903835761000151550030000452181388854876
45219;3;R001-EMP.CALHAU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;1405,6;RECEBIMENTO;R;;94542;;;21260903835761000151550030000452191319788972
42984;3;R001-EMP.CALHAU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-04-00.00.00.000000;2026-09-10-00.00.00.000000;51;10774,7;RECEBIMENTO;R;;93962;;;21260903835761000151550030000429841532267022
45220;3;R001-EMP.CALHAU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;60;4568,66;RECEBIMENTO;R;;94543;;;21260903835761000151550030000452201252107686
45221;3;R001-EMP.CALHAU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;60;6407,37;RECEBIMENTO;R;;94544;;;21260903835761000151550030000452211791769976
1992338;1;R004-EMP.COHAMA;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-31-00.00.00.000000;2026-09-05-00.00.00.000000;16;2839,11;NOTA LIBERADA;L;;91155;;;21260805402904001309550010019923381125250818
6727;1;R071-V. ITAMAR;7281-R R DE ARAUJO COMERCIO;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;8;420;CONFERENCIA;C;;93225;GERADA;;21260918684757000107550010000067271995380346
35778;2;R064-EMP.THE;7607-ICEBERG INDUSTRIA DE GELO LTDA;2026-09-08-00.00.00.000000;2026-09-09-00.00.00.000000;16;378;RECEBIMENTO;R;;93243;;;22260932191010000148550020000357781600807785
44938;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;4337,2;RECEBIMENTO;R;;94048;;;21260903835761000151550030000449381542660734
44939;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;4056,2;RECEBIMENTO;R;;94049;;;21260903835761000151550030000449391857011756
44940;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;7224,02;RECEBIMENTO;R;;94050;;;21260903835761000151550030000449401450378682
44941;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;411,89;RECEBIMENTO;R;;94051;;;21260903835761000151550030000449411564367032
24648;1;C001-CD BR;6629-LUCKAU IND E COM DE ALIMENTOS;2026-08-27-00.00.00.000000;2026-09-09-00.00.00.000000;1;9910,73;RECEBIMENTO;R;;93203;;;35260833188102000131550010000246481000069933
44942;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;6997,68;RECEBIMENTO;R;;94052;;;21260903835761000151550030000449421423884836
44943;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;1296,1;RECEBIMENTO;R;;94053;;;21260903835761000151550030000449431283954656
44944;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;10010,72;RECEBIMENTO;R;;94054;;;21260903835761000151550030000449441142398304
44947;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;2502,9;RECEBIMENTO;R;;94057;;;21260903835761000151550030000449471732644518
44466;3;R024-ENTRONCAME;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;770,82;RECEBIMENTO;R;;93253;;;21260903835761000151550030000444661505316887
44212;3;R065-EMP.ITZ;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;746,88;RECEBIMENTO;R;;92723;;;21260903835761000151550030000442121648700077
44467;3;R024-ENTRONCAME;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;5931,46;RECEBIMENTO;R;;93254;;;21260903835761000151550030000444671520460478
44945;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;3296,46;RECEBIMENTO;R;;94055;;;21260903835761000151550030000449451904661410
44946;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;823,2;RECEBIMENTO;R;;94056;;;21260903835761000151550030000449461608936653
44948;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;5131,24;RECEBIMENTO;R;;94058;;;21260903835761000151550030000449481948517597
45225;3;R072-MERC MAIOB;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;57;4523,83;RECEBIMENTO;R;;94548;;;21260903835761000151550030000452251989249017
31272;1;C001-CD BR;9339-MARCPAN DISTR. PROD.ALIM. LTDA EPP;2026-08-25-00.00.00.000000;2026-09-10-00.00.00.000000;8;28751,16;CONFERENCIA;C;;94272;GERADA;;35260860519576000191550010000312721000232544
105661;1;R064-EMP.THE;7750-TRIELO COM EXPORTADORA E IMPOR;2026-09-08-00.00.00.000000;2026-09-10-00.00.00.000000;18;18368,66;RECEBIMENTO;R;;94148;;;23260944459499000418550010001056611138531176
44468;3;R024-ENTRONCAME;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;598,05;RECEBIMENTO;R;;93257;;;21260903835761000151550030000444681160675777
44469;3;R024-ENTRONCAME;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-09-00.00.00.000000;2026-09-09-00.00.00.000000;56;1148,91;RECEBIMENTO;R;;93258;;;21260903835761000151550030000444691656349565
2418;3;C001-CD BR;4-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;11;568,62;RECEBIMENTO;R;;93783;;;21260907555950000474550030000024181972125499
384;3;C001-CD BR;5-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-07-00.00.00.000000;2026-09-07-00.00.00.000000;11;2010,2;RECEBIMENTO;R;;91796;;;21260907555950000555550030000003841533430959
5982;1;R065-EMP.ITZ;11340-LATICINIO ELDORADO LTDA;2026-09-07-00.00.00.000000;2026-09-09-00.00.00.000000;102;156,6;RECEBIMENTO;R;;92820;;;21260939677360000168550010000059821080127431
29535;1;R065-EMP.ITZ;5422-FROSTY PRODUTOS ALIMENTICIOS L;2026-09-04-00.00.00.000000;2026-09-09-00.00.00.000000;16;1892,85;RECEBIMENTO;R;;92968;;;21260935229640001809550010000295351634858485
44949;3;R027-EMP.PNS;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-10-00.00.00.000000;2026-09-10-00.00.00.000000;56;181,5;RECEBIMENTO;R;;94059;;;21260903835761000151550030000449491185009799
