NUMERO_NF;SERIE;EMPRESA;FORNECEDOR;DATA_EMISSAO;DATA_ENTRADA;CGO;VALOR_TOTAL;SITUACAO_;SITUACAO;SEQNOTAFISCAL;SEQAUXNOTAFISCAL;SITUACAO_CONFERENCIA;USUARIO_CONFERENCIA;CHAVE_ACESSO
41400;3;R006-MAIOBAO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;959,4;RECEBIMENTO;R;;88190;;;21260903835761000151550030000414001400651079
41401;3;R006-MAIOBAO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1349,25;RECEBIMENTO;R;;88191;;;21260903835761000151550030000414011644836962
41402;3;R006-MAIOBAO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1446,32;RECEBIMENTO;R;;88192;;;21260903835761000151550030000414021363086959
41403;3;R006-MAIOBAO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1099,5;RECEBIMENTO;R;;88193;;;21260903835761000151550030000414031664635320
41331;3;R006-MAIOBAO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;7209,76;RECEBIMENTO;R;;88105;;;21260903835761000151550030000413311441812701
41333;3;R006-MAIOBAO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;321,35;RECEBIMENTO;R;;88107;;;21260903835761000151550030000413331756252600
5094;1;R006-MAIOBAO 1;6018-FACIL CONSTRUIR MATERIAIS DE C;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;1438,19;XML;X;3626095;;;;21260911301032000143550010000050941000434314
5429066;7;R006-MAIOBAO 1;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;917,7;XML;X;3630493;;;;21260908715757002540550070054290661635230091
5429993;7;R007-ANGELIM;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;2880,01;RECEBIMENTO;R;;88748;;;21260908715757002540550070054299931238384722
179741;4;R007-ANGELIM;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;53;36811,19;CONFERENCIA;C;;88733;GERADA;;21260907555950001012550040001797411958206008
6697;1;R007-ANGELIM;7281-R R DE ARAUJO COMERCIO;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;420;CONFERENCIA;C;;88736;GERADA;;21260918684757000107550010000066971721027060
5430091;7;R007-ANGELIM;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;32,16;RECEBIMENTO;R;;88744;;;21260908715757002540550070054300911243211007
41731;3;R007-ANGELIM;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;67;6149,56;RECEBIMENTO;R;;88763;;;21260903835761000151550030000417311938987440
1323;1;R007-ANGELIM;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;170;XML;X;3628618;;;;21260914594167000132550010000013231300003118
2356;1;R008-COHATRAC 2;6227-COMERCIAL TF DE ALMEIDA LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;1073,94;RECEBIMENTO;R;;88182;;;21260853673998000151550010000023561829768560
41660;3;R008-COHATRAC 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;6465,33;RECEBIMENTO;R;;88609;;;21260903835761000151550030000416601216275450
41661;3;R008-COHATRAC 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;1188,31;RECEBIMENTO;R;;88610;;;21260903835761000151550030000416611632446969
2362;1;R008-COHATRAC 2;6227-COMERCIAL TF DE ALMEIDA LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;1186,68;XML;X;3627116;;;;21260953673998000151550010000023621209111930
179746;4;R008-COHATRAC 2;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;28825,5;XML;X;3627114;;;;21260907555950001012550040001797461541603148
1325;1;R008-COHATRAC 2;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;310;XML;X;3627115;;;;21260914594167000132550010000013251300003139
41799;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;67;5167,74;RECEBIMENTO;R;;88889;;;21260903835761000151550030000417991202668969
41254;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;11505,49;RECEBIMENTO;R;;87888;;;21260903835761000151550030000412541867818916
41255;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;3598;RECEBIMENTO;R;;87889;;;21260903835761000151550030000412551101585381
41257;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;934,05;RECEBIMENTO;R;;87891;;;21260903835761000151550030000412571733979887
41256;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1199,5;RECEBIMENTO;R;;87890;;;21260903835761000151550030000412561863442444
41258;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1649,25;RECEBIMENTO;R;;87892;;;21260903835761000151550030000412581277236608
40882;3;R009-PQ.VITOR 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;67;1067,83;RECEBIDA;I;;87241;LIBERADA;;21260803835761000151550030000408821669038107
5430201;7;R009-PQ.VITOR 1;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;8;1512,99;XML;X;3630583;;;;21260908715757002540550070054302011239293561
6700;1;R009-PQ.VITOR 1;7281-R R DE ARAUJO COMERCIO;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;8;525;XML;X;3630348;;;;21260918684757000107550010000067001651564809
179738;4;R009-PQ.VITOR 1;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;53;23693,26;XML;X;3627117;;;;21260907555950001012550040001797381135558897
5429430;7;R009-PQ.VITOR 1;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;8;46,92;XML;X;3630582;;;;21260908715757002540550070054294301487760461
1763;1;R009-PQ.VITOR 1;17288-RRJ POLMAR POLPAS DE FRUTAS LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;8;387,9;XML;X;3629093;;;;21260920266218000108550010000017631475235690
1990694;1;R011-PQ.VITOR 2;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;4438,17;RECEBIMENTO;R;;87930;;;21260805402904001309550010019906941382002534
41342;3;R011-PQ.VITOR 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;10330,53;RECEBIMENTO;R;;88146;;;21260903835761000151550030000413421631133639
41343;3;R011-PQ.VITOR 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1509,45;RECEBIMENTO;R;;88147;;;21260903835761000151550030000413431873869421
41735;3;R011-PQ.VITOR 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;67;5263,22;RECEBIMENTO;R;;88770;;;21260903835761000151550030000417351917797986
1326;1;R011-PQ.VITOR 2;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;220;XML;X;3626099;;;;21260914594167000132550010000013261300003144
6704;1;R011-PQ.VITOR 2;7281-R R DE ARAUJO COMERCIO;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;;315;XML;X;3643397;;;;21260918684757000107550010000067041581040317
179739;4;R011-PQ.VITOR 2;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;18240,52;XML;X;3626098;;;;21260907555950001012550040001797391675532364
179727;4;R012-4BOCAS;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;33382,38;XML;X;3628619;;;;21260907555950001012550040001797271173297562
179752;4;R013-S.CRISTO 1;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;53;33184,65;CONFERENCIA;C;;88562;GERADA;;21260907555950001012550040001797521788259835
41268;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;8443,82;RECEBIMENTO;R;;87945;;;21260903835761000151550030000412681165907515
5429827;7;R013-S.CRISTO 1;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;1698,6;RECEBIMENTO;R;;88481;;;21260908715757002540550070054298271239183886
1990814;1;R013-S.CRISTO 1;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;453,79;RECEBIMENTO;R;;87750;;;21260805402904001309550010019908141227152501
40750;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;2199;RECEBIDA;I;;86969;LIBERADA;;21260803835761000151550030000407501999356294
40769;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;6697,98;RECEBIDA;I;;87000;LIBERADA;;21260803835761000151550030000407691248385989
40746;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;1049,5;RECEBIDA;I;;86965;LIBERADA;;21260803835761000151550030000407461837953880
40747;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;5550,72;RECEBIDA;I;;86966;LIBERADA;;21260803835761000151550030000407471748620548
40748;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;3598;RECEBIDA;I;;86967;LIBERADA;;21260803835761000151550030000407481810680690
40749;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;2090,22;RECEBIDA;I;;86968;LIBERADA;;21260803835761000151550030000407491656409900
40745;3;R013-S.CRISTO 1;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;934,55;RECEBIDA;I;;86964;LIBERADA;;21260803835761000151550030000407451897863065
1289347;2;R013-S.CRISTO 1;10191-J. GONCALVES DOS SANTOS FILHO;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;;174,78;XML;X;3645415;;;;21260907049976000440550020012893471012893482
41413;3;R014-CANT.CEU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;7322,16;RECEBIMENTO;R;;88222;;;21260903835761000151550030000414131829143921
41414;3;R014-CANT.CEU;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;1823,4;RECEBIMENTO;R;;88223;;;21260903835761000151550030000414141460208355
179740;4;R014-CANT.CEU;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;53;35635,32;CONFERENCIA;C;;88698;GERADA;;21260907555950001012550040001797401788560615
5429804;7;R014-CANT.CEU;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;651,97;RECEBIMENTO;R;;88699;;;21260908715757002540550070054298041238039990
2349;1;R014-CANT.CEU;6227-COMERCIAL TF DE ALMEIDA LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;755,16;RECEBIMENTO;R;;88340;;;21260853673998000151550010000023491442079119
1317;1;R014-CANT.CEU;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;160;XML;X;3629865;;;;21260914594167000132550010000013171300003056
6692;1;R015-S.FRANC 2;7281-R R DE ARAUJO COMERCIO;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;8;420;CONFERENCIA;C;;88245;GERADA;;21260918684757000107550010000066921907518270
182598;3;R015-S.FRANC 2;326-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;23;16875,33;CONFERENCIA;C;;87747;GERADA;;21260803835761002600550030001825981234648102
1321;1;R015-S.FRANC 2;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;170;XML;X;3626101;;;;21260914594167000132550010000013211300003091
41662;3;R016-M.CENTRAL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;6562,34;RECEBIMENTO;R;;88622;;;21260903835761000151550030000416621859369818
41663;3;R016-M.CENTRAL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;1439,4;RECEBIMENTO;R;;88623;;;21260903835761000151550030000416631840936382
182604;3;R016-M.CENTRAL;326-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-02-00.00.00.000000;23;13732,69;RECEBIDA;I;;88679;LIBERADA;;21260803835761002600550030001826041857391582
1331;1;R016-M.CENTRAL;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;110;XML;X;3628620;;;;21260914594167000132550010000013311300003195
6693;1;R016-M.CENTRAL;7281-R R DE ARAUJO COMERCIO;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;0;420;XML;X;3607523;;;;21260918684757000107550010000066931452695680
40835;3;R017-PANAQUATIR;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-02-00.00.00.000000;51;1679,4;RECEBIMENTO;R;;88887;;;21260803835761000151550030000408351573783561
182637;3;R017-PANAQUATIR;326-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;23;19196,19;CONFERENCIA;C;;88894;GERADA;;21260903835761002600550030001826371483471684
1990756;1;R017-PANAQUATIR;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;1124,8;CONFERENCIA;C;;87788;GERADA;;21260805402904001309550010019907561168981807
40834;3;R017-PANAQUATIR;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-02-00.00.00.000000;51;11310,41;RECEBIDA;I;;88337;LIBERADA;;21260803835761000151550030000408341728365221
41736;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;67;6914,65;RECEBIMENTO;R;;88772;;;21260903835761000151550030000417361141492661
40950;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;4408,21;RECEBIDA;I;;87416;LIBERADA;;21260803835761000151550030000409501890473629
40951;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;1049,5;RECEBIDA;I;;87417;LIBERADA;;21260803835761000151550030000409511465825843
40952;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;5248,25;RECEBIDA;I;;87418;LIBERADA;;21260803835761000151550030000409521924901096
40953;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;1799;RECEBIDA;I;;87419;LIBERADA;;21260803835761000151550030000409531688508443
40954;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;2738,95;RECEBIDA;I;;87420;LIBERADA;;21260803835761000151550030000409541463124556
40955;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;1649,25;RECEBIDA;I;;87421;LIBERADA;;21260803835761000151550030000409551948938706
40729;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;1799;RECEBIDA;I;;86928;LIBERADA;;21260803835761000151550030000407291815240863
40730;3;R018-MANGUEIRAO;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;1649,25;RECEBIDA;I;;86929;LIBERADA;;21260803835761000151550030000407301747500398
5430369;7;R018-MANGUEIRAO;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;360,81;XML;X;3630654;;;;21260908715757002540550070054303691238134003
1327;1;R018-MANGUEIRAO;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;250;XML;X;3628621;;;;21260914594167000132550010000013271300003150
179742;4;R019-ANIL;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;53;19323,62;CONFERENCIA;C;;88719;GERADA;;21260907555950001012550040001797421190382358
41620;3;R019-ANIL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;7864,8;RECEBIMENTO;R;;88440;;;21260903835761000151550030000416201800689085
41621;3;R019-ANIL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;919,65;RECEBIMENTO;R;;88441;;;21260903835761000151550030000416211972007907
41668;3;R019-ANIL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;67;4831,17;RECEBIMENTO;R;;88640;;;21260903835761000151550030000416681650353447
5429244;7;R019-ANIL;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;441,64;RECEBIDA;I;;88726;LIBERADA;;21260908715757002540550070054292441586093514
5429245;7;R019-ANIL;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;16,14;RECEBIDA;I;;88730;LIBERADA;;21260908715757002540550070054292451679428580
41361;3;R020-CRUZ.ANIL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;8567,33;RECEBIMENTO;R;;88178;;;21260903835761000151550030000413611997322007
41362;3;R020-CRUZ.ANIL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;51;745,03;RECEBIMENTO;R;;88179;;;21260903835761000151550030000413621255972350
41667;3;R020-CRUZ.ANIL;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;67;4343,25;RECEBIMENTO;R;;88639;;;21260903835761000151550030000416671605258859
5429127;7;R020-CRUZ.ANIL;6911-REFRESCOS GUARARAPES LTDA.;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;1328,35;RECEBIDA;I;;88735;LIBERADA;;21260908715757002540550070054291271212227230
1982788;1;R020-CRUZ.ANIL;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-25-00.00.00.000000;2026-09-02-00.00.00.000000;8;3682,49;RECEBIDA;I;;86393;LIBERADA;;21260805402904001309550010019827881224892010
6696;1;R020-CRUZ.ANIL;7281-R R DE ARAUJO COMERCIO;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;525;RECEBIDA;I;;88750;LIBERADA;;21260918684757000107550010000066961204245210
179743;4;R020-CRUZ.ANIL;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;53;25270,44;XML;X;3628625;;;;21260907555950001012550040001797431003176431
1990700;1;R021-B.FATIM 3;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;5359,82;CONFERENCIA;C;;87868;GERADA;;21260805402904001309550010019907001163519212
41677;3;R021-B.FATIM 3;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;3148,25;RECEBIMENTO;R;;88662;;;21260903835761000151550030000416771386182255
41675;3;R021-B.FATIM 3;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;1049,5;RECEBIMENTO;R;;88659;;;21260903835761000151550030000416751438733082
41676;3;R021-B.FATIM 3;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;8427,66;RECEBIMENTO;R;;88660;;;21260903835761000151550030000416761963427344
41678;3;R021-B.FATIM 3;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;1534,5;RECEBIMENTO;R;;88663;;;21260903835761000151550030000416781856902825
41679;3;R021-B.FATIM 3;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;1099,5;RECEBIMENTO;R;;88664;;;21260903835761000151550030000416791246610291
41674;3;R021-B.FATIM 3;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;51;4940,2;RECEBIMENTO;R;;88658;;;21260903835761000151550030000416741432110795
182614;3;R021-B.FATIM 3;326-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;29589,33;RECEBIDA;I;;88316;LIBERADA;;21260803835761002600550030001826141783740690
1334;1;R021-B.FATIM 3;1455-V P SANTOS;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;130;XML;X;3630131;;;;21260914594167000132550010000013341300003227
41489;3;R022-JD.AMERICA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;3387,68;RECEBIMENTO;R;;88332;;;21260903835761000151550030000414891523615603
41043;3;R022-JD.AMERICA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;5337,44;RECEBIDA;I;;88295;LIBERADA;;21260803835761000151550030000410431223291476
41044;3;R022-JD.AMERICA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;549,75;RECEBIDA;I;;88314;LIBERADA;;21260803835761000151550030000410441535396351
2376;1;R022-JD.AMERICA;6227-COMERCIAL TF DE ALMEIDA LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;545;XML;X;3630133;;;;21260953673998000151550010000023761628176883
1990703;1;R023-V.EMBRA 2;5209-EMPRESA BRASILEIRA DISTRIBUICA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;8;4426,83;RECEBIMENTO;R;;87932;;;21260805402904001309550010019907031185698065
41020;3;R023-V.EMBRA 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;8586,16;RECEBIDA;I;;88226;LIBERADA;;21260803835761000151550030000410201129022497
41021;3;R023-V.EMBRA 2;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;2632,13;RECEBIDA;I;;87518;LIBERADA;;21260803835761000151550030000410211600817986
182609;3;R023-V.EMBRA 2;326-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;23;33740,4;RECEBIDA;I;;87940;LIBERADA;;21260803835761002600550030001826091574326042
179729;4;R024-ENTRONCAME;10-RIO GRANDE COMERCIO DE CARNES LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;;46093,67;XML;X;3622524;;;;21260907555950001012550040001797291061062550
182639;3;R026-PARANA;326-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-02-00.00.00.000000;2026-09-02-00.00.00.000000;23;36704,48;CONFERENCIA;C;;88893;GERADA;;21260903835761002600550030001826391376005579
2367;1;R026-PARANA;6227-COMERCIAL TF DE ALMEIDA LTDA;2026-09-01-00.00.00.000000;2026-09-02-00.00.00.000000;8;436;CONFERENCIA;C;;88637;GERADA;;21260953673998000151550010000023671423129639
41329;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;10338,98;RECEBIMENTO;R;;88103;;;21260903835761000151550030000413291367853944
41439;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;1025,55;RECEBIMENTO;R;;88260;;;21260903835761000151550030000414391595951152
41440;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-09-01-00.00.00.000000;2026-09-01-00.00.00.000000;67;454,89;RECEBIMENTO;R;;88262;;;21260903835761000151550030000414401636776350
40860;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;15678,44;RECEBIDA;I;;87204;LIBERADA;;21260803835761000151550030000408601254224614
40861;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;5811,53;RECEBIDA;I;;87205;LIBERADA;;21260803835761000151550030000408611599479932
40862;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;6696,27;RECEBIDA;I;;87206;LIBERADA;;21260803835761000151550030000408621495263949
40867;3;R026-PARANA;331-COMCARNE COMERCIAL DE CARNE LTDA;2026-08-31-00.00.00.000000;2026-09-01-00.00.00.000000;51;3861,82;RECEBIDA;I;;87218;LIBERADA;;21260803835761000151550030000408671810320474
