SEQAUXNOTAFISCAL;NROEMPRESA;NOMEREDUZIDO;NUMERONF;SERIENF;SEQPESSOA;NOMEPESSOA;TIPNOTAFISCAL;OPERACAO;PRODUTO;DIASPRAZO;DESCGENERICA;VALORANTIGO;VALORNOVO;DTAHORALTERACAO;USUALTERACAO;TERMINALUSUALTERA;APPORIGEM;VERSAOSISTEMA;NFECHAVEACESSO
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IN;;;;;;2026-09-11-08.06.45.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;18118 - FRALDAO;;Produto;;18118;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;4303 - ALCATRA C MAMINHA;;Produto;;4303;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;24435 - CHA DE DENTRO S OSSO;;Produto;;24435;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;15979 - CUPIM B RESFRIADO;;Produto;;15979;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;1090 - CHA DE FORA S OSSO;;Produto;;1090;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;10278 - PATINHO S OSSO;;Produto;;10278;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;5391 - P A DE BOI;;Produto;;5391;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;2563 - TRASEIRO BOI;;Produto;;2563;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IP;16916 - DIANTEIRO BOI;;Produto;;16916;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;IV;;28;Vencimento;;17/09/2026;2026-09-11-08.06.46.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;AN;;;Indica se considera local carga anterior (quAndo a nota possuir itens de selção inversa, e a mesma for desintegrada);;N;2026-09-11-08.07.57.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;AN;;;Data e hora lançamento;11/09/2026 08:06:45;11/09/2026 08:07:56;2026-09-11-08.07.57.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;LN;;;Nota foi liberada;C;L;2026-09-11-08.07.57.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;AN;;;Número da carga de conferência;;65458;2026-09-11-08.08.47.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94573;44;R044-ANJ.GUARDA;182882;3;326;326 - FRIGORIFICO COMCARNE;E;CG;;;Carga gerada para conferência;;65458;2026-09-11-08.08.47.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828821082300532
94577;44;R044-ANJ.GUARDA;102646;1;13716;13716 - RIO GRANDE PRODUTOS DA TERRA;E;IN;;;;;;2026-09-11-08.10.35.000000;2000609;205009-DESKTOP-;99;26.01.18;22260900310137000223550010001026461726650361
94577;44;R044-ANJ.GUARDA;102646;1;13716;13716 - RIO GRANDE PRODUTOS DA TERRA;E;IP;25756 - POLP R GRANDE CUP 500G;;Produto;;25756;2026-09-11-08.10.35.000000;2000609;205009-DESKTOP-;99;26.01.18;22260900310137000223550010001026461726650361
94577;44;R044-ANJ.GUARDA;102646;1;13716;13716 - RIO GRANDE PRODUTOS DA TERRA;E;IP;25759 - POLP R GRANDE BAC 500G;;Produto;;25759;2026-09-11-08.10.36.000000;2000609;205009-DESKTOP-;99;26.01.18;22260900310137000223550010001026461726650361
94577;44;R044-ANJ.GUARDA;102646;1;13716;13716 - RIO GRANDE PRODUTOS DA TERRA;E;IP;25758 - POLP R GRANDE CAJA 500G;;Produto;;25758;2026-09-11-08.10.36.000000;2000609;205009-DESKTOP-;99;26.01.18;22260900310137000223550010001026461726650361
94577;44;R044-ANJ.GUARDA;102646;1;13716;13716 - RIO GRANDE PRODUTOS DA TERRA;E;IV;;15;Vencimento;;10/10/2026;2026-09-11-08.10.36.000000;2000609;205009-DESKTOP-;99;26.01.18;22260900310137000223550010001026461726650361
94579;21;R021-B.FATIM 3;182890;3;326;326 - FRIGORIFICO COMCARNE;E;IN;;;;;;2026-09-11-08.12.38.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828901226173925
94579;21;R021-B.FATIM 3;182890;3;326;326 - FRIGORIFICO COMCARNE;E;IP;4303 - ALCATRA C MAMINHA;;Produto;;4303;2026-09-11-08.12.39.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828901226173925
94579;21;R021-B.FATIM 3;182890;3;326;326 - FRIGORIFICO COMCARNE;E;IP;24435 - CHA DE DENTRO S OSSO;;Produto;;24435;2026-09-11-08.12.39.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828901226173925
94579;21;R021-B.FATIM 3;182890;3;326;326 - FRIGORIFICO COMCARNE;E;IP;15979 - CUPIM B RESFRIADO;;Produto;;15979;2026-09-11-08.12.39.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828901226173925
94579;21;R021-B.FATIM 3;182890;3;326;326 - FRIGORIFICO COMCARNE;E;IP;2563 - TRASEIRO BOI;;Produto;;2563;2026-09-11-08.12.39.000000;2000609;205009-DESKTOP-;99;26.01.18;21260903835761002600550030001828901226173925
