SEQAUXNOTAFISCAL;NROEMPRESA;NOMEREDUZIDO;NUMERONF;SERIENF;SEQPESSOA;NOMEPESSOA;TIPNOTAFISCAL;OPERACAO;PRODUTO;DIASPRAZO;DESCGENERICA;VALORANTIGO;VALORNOVO;DTAHORALTERACAO;USUALTERACAO;TERMINALUSUALTERA;APPORIGEM;VERSAOSISTEMA;NFECHAVEACESSO
82233;5;R005-MERC CRV90;2109;3;4;4 - FRIBAL COHAMA;E;IN;;;;;;2026-08-24-07.01.26.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021091285063657
82233;5;R005-MERC CRV90;2109;3;4;4 - FRIBAL COHAMA;E;IP;13575 - SUCO LARANJA NATURAL 50;;Produto;;13575;2026-08-24-07.01.27.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021091285063657
82233;5;R005-MERC CRV90;2109;3;4;4 - FRIBAL COHAMA;E;IP;14794 - SUCO LARANJA NATURAL 30;;Produto;;14794;2026-08-24-07.01.28.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021091285063657
82233;5;R005-MERC CRV90;2109;3;4;4 - FRIBAL COHAMA;E;AN;;;Data vencimento;24/08/2026;;2026-08-24-07.01.28.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021091285063657
82234;28;R028-EMP.TURU;2110;3;4;4 - FRIBAL COHAMA;E;IN;;;;;;2026-08-24-07.05.17.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021101271538322
82234;28;R028-EMP.TURU;2110;3;4;4 - FRIBAL COHAMA;E;IP;1277 - SUCO LARANJA COM ACEROL;;Produto;;1277;2026-08-24-07.05.18.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021101271538322
82234;28;R028-EMP.TURU;2110;3;4;4 - FRIBAL COHAMA;E;IP;6557 - SUCO VERDE NATURAL 300M;;Produto;;6557;2026-08-24-07.05.18.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021101271538322
82234;28;R028-EMP.TURU;2110;3;4;4 - FRIBAL COHAMA;E;IP;9408 - SUCO LARANJA COM BETERR;;Produto;;9408;2026-08-24-07.05.18.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021101271538322
82234;28;R028-EMP.TURU;2110;3;4;4 - FRIBAL COHAMA;E;IP;13575 - SUCO LARANJA NATURAL 50;;Produto;;13575;2026-08-24-07.05.18.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021101271538322
82234;28;R028-EMP.TURU;2110;3;4;4 - FRIBAL COHAMA;E;IP;14794 - SUCO LARANJA NATURAL 30;;Produto;;14794;2026-08-24-07.05.18.000000;2003174;205009-DESKTOP-;9;26.01.18;21260807555950000474550030000021101271538322
